id	t	x	y	z
Trace 462_2	8	-40846.025	40565.425	6126.14
Trace 462_2	9	-40844.075	40565.9125	6123.55
Trace 462_2	10	-40843.9125	40566.5625	6123.39
Trace 462_2	11	-40843.2625	40568.35	6125.42
Trace 462_2	12	-40842.2875	40568.35	6123.17
Trace 462_2	13	-40840.6625	40569.65	6123.75
Trace 462_2	14	-40841.15	40570.7875	6123.98
Trace 462_2	15	-40838.3875	40571.275	6124.39
Trace 462_2	16	-40838.3875	40571.1125	6124.66
Trace 463	0	-41230.9875	40488.8875	6138.53
Trace 463	1	-41228.875	40491.1625	6138.37
Trace 463	2	-41225.3	40488.2375	6135.84
Trace 463	3	-41224.65	40492.1375	6132.09
Trace 463	4	-41222.05	40490.1875	6129.84
Trace 463	5	-41218.8	40489.7	6129.24
Trace 463	6	-41216.6875	40488.725	6125.96
Trace 463	7	-41216.525	40490.675	6124.9
Trace 463	8	-41214.575	40490.025	6126.14
Trace 463	9	-41211.975	40491	6123.55
Trace 463	10	-41211.8125	40490.8375	6123.39
Trace 463	11	-41211.1625	40493.275	6125.42
Trace 463	12	-41211.975	40493.7625	6123.17
Trace 463	13	-41210.675	40493.7625	6123.75
Trace 463	14	-41211.1625	40492.95	6123.98
Trace 463	15	-41212.1375	40491.4875	6124.39
Trace 463	16	-41212.1375	40491.975	6124.66
Trace 464	0	-41080.8375	40486.2875	6138.53
Trace 464	1	-41077.9125	40486.2875	6138.37
Trace 464	2	-41077.1	40484.825	6135.84
Trace 464	3	-41069.7875	40482.55	6132.09
Trace 464	4	-41068	40483.3625	6129.84
Trace 464	5	-41065.5625	40485.6375	6129.24
Trace 464	6	-41061.3375	40484.175	6125.96
Trace 464	7	-41062.6375	40484.6625	6124.9
Trace 464	8	-41060.85	40485.8	6126.14
Trace 464	9	-41058.575	40483.525	6123.55
Trace 464	10	-41057.6	40486.125	6123.39
Trace 464	11	-41055.65	40485.3125	6125.42
Trace 464	12	-41055	40484.0125	6123.17
Trace 464	13	-41053.05	40482.7125	6123.75
Trace 464	14	-41052.725	40481.4125	6123.98
Trace 464	15	-41053.5375	40484.5	6124.39
Trace 464	16	-41052.5625	40481.25	6124.66
Trace 465	0	-41057.925	40474.5875	6138.53
Trace 465	1	-41057.925	40463.2125	6138.37
Trace 465	2	-41061.0125	40461.9125	6135.84
Trace 465	3	-41058.4125	40455.575	6132.09
Trace 465	4	-41057.1125	40448.5875	6129.84
Trace 465	5	-41058.4125	40452	6129.24
Trace 465	6	-41055.1625	40461.1	6125.96
Trace 465	7	-41043.95	40467.4375	6124.9
Trace 465	8	-41040.375	40464.675	6126.14
Trace 465	9	-41043.7875	40461.5875	6123.55
Trace 466	0	-41340.5125	40469.7125	6138.53
Trace 466	1	-41338.4	40469.225	6138.37
Trace 466	2	-41334.3375	40468.7375	6135.84
Trace 466	3	-41330.275	40468.25	6132.09
Trace 466	4	-41326.7	40468.4125	6129.84
Trace 466	5	-41324.2625	40468.25	6129.24
Trace 466	6	-41321.6625	40468.7375	6125.96
Trace 466	7	-41319.7125	40469.0625	6124.9
Trace 466	8	-41318.0875	40469.875	6126.14
Trace 466	9	-41317.1125	40470.85	6123.55
Trace 466	10	-41316.3	40471.0125	6123.39
Trace 466	11	-41315	40471.175	6125.42
Trace 466	12	-41313.5375	40471.0125	6123.17
Trace 466	13	-41314.025	40471.175	6123.75
Trace 466	14	-41314.1875	40471.5	6123.98
Trace 466	15	-41314.1875	40471.5	6124.39
Trace 466	16	-41314.35	40471.6625	6124.66
Trace 467	0	-40981.3875	40456.225	6138.53
Trace 467	1	-40980.7375	40456.875	6138.37
Trace 467	2	-40976.1875	40454.7625	6135.84
Trace 467	3	-40969.85	40455.9	6132.09
Trace 467	4	-40969.85	40452.975	6129.84
Trace 467	5	-40968.225	40451.35	6129.24
Trace 467	6	-40968.225	40453.3	6125.96
Trace 467	7	-40966.7625	40452.1625	6124.9
Trace 467	8	-40963.35	40449.5625	6126.14
Trace 467	9	-40960.9125	40451.025	6123.55
Trace 467	10	-40961.4	40452.1625	6123.39
Trace 467	11	-40958.475	40453.1375	6125.42
Trace 467	12	-40959.125	40451.5125	6123.17
Trace 467	13	-40958.15	40454.275	6123.75
Trace 467	14	-40958.15	40453.7875	6123.98
Trace 467	15	-40957.6625	40452.975	6124.39
Trace 467	16	-40959.775	40456.0625	6124.66
Trace 468	0	-41071.25	40456.3875	6138.53
Trace 468	1	-41081.65	40456.225	6138.37
Trace 468	2	-41074.0125	40452.8125	6135.84
Trace 468	3	-41079.05	40448.425	6132.09
Trace 468	4	-41082.1375	40447.125	6129.84
Trace 469	0	-41040.375	40443.3875	6138.53
Trace 469	1	-41040.5375	40443.875	6138.37
Trace 469	2	-41033.0625	40442.4125	6135.84
Trace 469	3	-41028.5125	40443.55	6132.09
Trace 469	4	-41025.9125	40445.825	6129.84
Trace 469	5	-41022.6625	40446.3125	6129.24
Trace 469	6	-41019.9	40446.6375	6125.96
Trace 469	7	-41019.0875	40446.9625	6124.9
Trace 469	8	-41017.1375	40447.125	6126.14
Trace 469	9	-41016.325	40448.2625	6123.55
Trace 469	10	-41015.5125	40448.1	6123.39
Trace 469	11	-41022.0125	40448.1	6125.42
Trace 469	12	-41013.725	40448.425	6123.17
Trace 469	13	-41013.8875	40448.75	6123.75
Trace 469	14	-41013.4	40448.425	6123.98
Trace 469	15	-41012.2625	40449.5625	6124.39
Trace 469	16	-41011.9375	40449.5625	6124.66
Trace 470	0	-40995.525	40444.3625	6138.53
Trace 470	1	-40997.6375	40447.45	6138.37
Trace 470	2	-40996.3375	40452.975	6135.84
Trace 470	3	-40989.8375	40447.125	6132.09
Trace 470	4	-40987.4	40441.1125	6129.84
Trace 470	5	-40980.575	40438.35	6129.24
Trace 470	6	-40980.25	40433.6375	6125.96
Trace 470	7	-40976.35	40439.975	6124.9
Trace 470	8	-40983.6625	40444.2	6126.14
Trace 470	9	-40977.4875	40442.7375	6123.55
Trace 470	10	-40978.3	40442.0875	6123.39
Trace 470	11	-40976.675	40443.875	6125.42
Trace 470	12	-40977.8125	40444.85	6123.17
Trace 470	13	-40975.5375	40446.9625	6123.75
Trace 470	14	-40975.8625	40446.8	6123.98
Trace 470	15	-40977	40446.475	6124.39
Trace 470	16	-40974.8875	40446.15	6124.66
Trace 472	0	-41343.925	40427.4625	6138.53
Trace 472	1	-41343.275	40426.8125	6138.37
Trace 472	2	-41339.5375	40426	6135.84
Trace 472	3	-41335.9625	40425.675	6132.09
Trace 472	4	-41341.1625	40426.4875	6129.84
Trace 472	5	-41338.8875	40426.975	6129.24
Trace 472	6	-41334.6625	40427.4625	6125.96
Trace 472	7	-41329.95	40426.325	6124.9
Trace 472	8	-41334.175	40428.925	6126.14
Trace 472	9	-41327.1875	40426.8125	6123.55
Trace 472	10	-41326.5375	40427.1375	6123.39
Trace 472	11	-41331.575	40429.7375	6125.42
Trace 472	12	-41325.075	40428.6	6123.17
Trace 472	13	-41326.8625	40430.3875	6123.75
Trace 472	14	-41324.2625	40432.9875	6123.98
Trace 472	15	-41323.45	40433.15	6124.39
Trace 472	16	-41322.475	40433.6375	6124.66
Trace 473	0	-41242.0375	40408.6125	6138.53
Trace 473	1	-41236.5125	40406.3375	6138.37
Trace 473	2	-41225.4625	40415.4375	6135.84
Trace 473	3	-41217.175	40418.3625	6132.09
Trace 473	4	-41211	40420.6375	6129.84
Trace 473	5	-41202.0625	40425.675	6129.24
Trace 473	6	-41198	40428.925	6125.96
Trace 473	7	-41194.425	40429.4125	6124.9
Trace 473	8	-41209.5375	40417.55	6126.14
Trace 473	9	-41207.425	40419.0125	6123.55
Trace 473	10	-41206.45	40419.6625	6123.39
Trace 473	11	-41214.25	40415.7625	6125.42
Trace 473	12	-41211.975	40413.975	6123.17
Trace 473	13	-41210.675	40415.7625	6123.75
Trace 473	14	-41212.1375	40415.275	6123.98
Trace 473	15	-41212.1375	40414.95	6124.39
Trace 473	16	-41212.625	40414.95	6124.66
Trace 474	0	-40854.6375	40392.85	6138.53
Trace 474	1	-40857.4	40389.925	6138.37
Trace 474	2	-40852.2	40385.8625	6135.84
Trace 474	3	-40844.725	40389.7625	6132.09
Trace 474	4	-40843.425	40386.8375	6129.84
Trace 474	5	-40835.625	40383.5875	6129.24
Trace 474	6	-40829.125	40386.025	6125.96
Trace 474	7	-40822.7875	40378.875	6124.9
Trace 474	8	-40821.65	40379.3625	6126.14
Trace 474	9	-40826.6875	40379.525	6123.55
Trace 474	10	-40821.975	40388.3	6123.39
Trace 474	11	-40821.1625	40403.575	6125.42
Trace 474	12	-40822.1375	40400.975	6123.17
Trace 474	13	-40824.9	40403.0875	6123.75
Trace 474	14	-40830.5875	40410.4	6123.98
Trace 474	15	-40830.1	40409.5875	6124.39
Trace 474	16	-40834.975	40406.0125	6124.66
Trace 475	0	-41212.3	40396.2625	6138.53
Trace 475	1	-41213.6	40395.775	6138.37
Trace 475	2	-41206.2875	40395.2875	6135.84
Trace 475	3	-41199.4625	40397.4	6132.09
Trace 475	4	-41194.425	40394.6375	6129.84
Trace 475	5	-41192.3125	40393.9875	6129.24
Trace 475	6	-41189.875	40395.775	6125.96
Trace 475	7	-41184.025	40395.6125	6124.9
Trace 475	8	-41189.225	40393.9875	6126.14
Trace 475	9	-41186.4625	40393.0125	6123.55
Trace 475	10	-41187.1125	40394.3125	6123.39
Trace 475	11	-41183.375	40393.3375	6125.42
Trace 475	12	-41184.675	40392.85	6123.17
Trace 475	13	-41185.325	40390.4125	6123.75
Trace 475	14	-41181.75	40392.525	6123.98
Trace 475	15	-41187.1125	40387.65	6124.39
Trace 475	16	-41188.0875	40394.3125	6124.66
Trace 476	0	-41172.8125	40389.6	6138.53
Trace 476	1	-41171.675	40388.625	6138.37
Trace 476	2	-41166.15	40388.1375	6135.84
Trace 476	3	-41163.0625	40388.1375	6132.09
Trace 476	4	-41161.275	40388.3	6129.84
Trace 476	5	-41157.7	40389.4375	6129.24
Trace 476	6	-41156.4	40388.3	6125.96
Trace 476	7	-41155.425	40389.1125	6124.9
Trace 476	8	-41154.6125	40389.7625	6126.14
Trace 476	9	-41153.6375	40390.9	6123.55
Trace 476	10	-41153.8	40389.7625	6123.39
Trace 476	11	-41154.45	40392.6875	6125.42
Trace 476	12	-41150.875	40394.3125	6123.17
Trace 476	13	-41151.0375	40393.9875	6123.75
Trace 476	14	-41151.525	40388.625	6123.98
Trace 476	15	-41153.6375	40393.175	6124.39
Trace 476	16	-41150.875	40395.45	6124.66
Trace 479	1	-41353.675	40605.4	6138.37
Trace 479	2	-41352.5375	40607.025	6135.84
Trace 479	3	-41347.3375	40602.9625	6132.09
Trace 479	4	-41343.925	40606.375	6129.84
Trace 479	5	-41341	40605.2375	6129.24
Trace 479	6	-41336.775	40605.725	6125.96
Trace 479	7	-41334.175	40605.075	6124.9
Trace 479	8	-41331.4125	40607.025	6126.14
Trace 479	9	-41333.0375	40607.025	6123.55
Trace 479	10	-41332.0625	40604.75	6123.39
Trace 479	11	-41330.925	40608.8125	6125.42
Trace 479	12	-41329.95	40605.5625	6123.17
Trace 479	13	-41330.1125	40607.025	6123.75
Trace 479	14	-41329.7875	40606.05	6123.98
Trace 479	15	-41327.5125	40605.8875	6124.39
Trace 479	16	-41327.675	40604.425	6124.66
Trace 482	3	-40909.075	40718.3375	6132.09
Trace 482	4	-40906.15	40723.7	6129.84
Trace 482	5	-40902.9	40724.1875	6129.24
Trace 482	6	-40897.2125	40723.2125	6125.96
Trace 482	7	-40899.1625	40722.2375	6124.9
Trace 482	8	-40896.5625	40719.3125	6126.14
Trace 482	9	-40894.45	40719.9625	6123.55
Trace 482	10	-40894.125	40721.1	6123.39
Trace 482	11	-40893.8	40726.4625	6125.42
Trace 482	12	-40895.9125	40728.7375	6123.17
Trace 482	13	-40896.725	40731.3375	6123.75
Trace 482	14	-40901.4375	40736.375	6123.98
Trace 482	15	-40895.9125	40733.775	6124.39
Trace 482	16	-40897.05	40732.3125	6124.66
Trace 483	3	-41047.6875	40658.2125	6132.09
Trace 483	4	-41047.3625	40649.6	6129.84
Trace 483	5	-41051.425	40646.8375	6129.24
Trace 483	6	-41053.8625	40642.9375	6125.96
Trace 483	7	-41048.175	40647.325	6124.9
Trace 483	8	-41047.85	40646.675	6126.14
Trace 483	9	-41048.3375	40648.3	6123.55
Trace 483	10	-41043.95	40650.25	6123.39
Trace 483	11	-41042.325	40660.1625	6125.42
Trace 483	12	-41039.075	40657.2375	6123.17
Trace 483	13	-41037.2875	40655.775	6123.75
Trace 483	14	-41035.5	40655.125	6123.98
Trace 486	5	-41087.5	40754.4125	6129.24
Trace 486	6	-41084.575	40752.95	6125.96
Trace 486	7	-41076.775	40761.4	6124.9
Trace 486	8	-41084.4125	40764.8125	6126.14
Trace 486	9	-41088.475	40754.575	6123.55
Trace 488	6	-41238.625	40926.9875	6125.96
Trace 488	7	-41240.0875	40922.7625	6124.9
Trace 488	8	-41239.1125	40923.575	6126.14
Trace 488	9	-41233.9125	40928.2875	6123.55
Trace 488	10	-41233.75	40928.45	6123.39
Trace 488	11	-41231.3125	40927.8	6125.42
Trace 488	12	-41232.9375	40932.35	6123.17
Trace 489	6	-41424.525	40825.9125	6125.96
Trace 489	7	-41423.875	40826.4	6124.9
Trace 489	8	-41422.7375	40826.725	6126.14
Trace 489	9	-41422.4125	40830.1375	6123.55
Trace 489	10	-41422.4125	40831.925	6123.39
Trace 489	11	-41421.925	40827.375	6125.42
Trace 489	12	-41420.7875	40827.5375	6123.17
Trace 489	13	-41421.4375	40836.475	6123.75
Trace 489	14	-41421.275	40835.3375	6123.98
Trace 489	15	-41420.95	40835.9875	6124.39
Trace 489	16	-41420.95	40835.825	6124.66
Trace 490	6	-41038.75	40455.7375	6125.96
Trace 490	7	-41045.25	40449.8875	6124.9
Trace 490	8	-41049.15	40444.3625	6126.14
Trace 490	9	-41042.325	40444.85	6123.55
Trace 490	10	-41042.8125	40443.3875	6123.39
Trace 490	11	-41046.3875	40440.95	6125.42
Trace 490	12	-41040.8625	40442.7375	6123.17
Trace 490	13	-41042.975	40443.7125	6123.75
Trace 490	14	-41041.35	40441.6	6123.98
Trace 490	15	-41042.8125	40442.25	6124.39
Trace 490	16	-41042.1625	40441.275	6124.66
Trace 492	7	-40831.5625	40394.475	6124.9
Trace 492	8	-40831.4	40393.5	6126.14
Trace 492	9	-40825.225	40400.65	6123.55
Trace 492	10	-40834.4875	40399.025	6123.39
Trace 492	11	-40834.325	40392.3625	6125.42
Trace 492	12	-40838.3875	40390.7375	6123.17
Trace 492	13	-40837.575	40392.3625	6123.75
Trace 492	14	-40842.125	40396.2625	6123.98
Trace 492	15	-40844.8875	40395.6125	6124.39
Trace 492	16	-40841.6375	40388.1375	6124.66
Trace 494	9	-41245.2875	40913.9875	6123.55
Trace 494	10	-41245.6125	40916.9125	6123.39
Trace 494	11	-41246.75	40916.425	6125.42
Trace 494	12	-41242.525	40913.6625	6123.17
Trace 494	13	-41244.475	40916.1	6123.75
Trace 494	14	-41234.8875	40913.825	6123.98
Trace 494	15	-41232.6125	40910.7375	6124.39
Trace 494	16	-41233.5875	40910.9	6124.66
Trace 495_1	9	-41087.175	40774.4	6123.55
Trace 495_1	10	-41080.675	40765.95	6123.39
Trace 495_1	11	-41085.225	40755.875	6125.42
Trace 495_1	12	-41084.9	40755.0625	6123.17
Trace 495_1	13	-41084.7375	40755.875	6123.75
Trace 495_1	14	-41083.925	40755.875	6123.98
Trace 495_1	15	-41083.4375	40755.875	6124.39
Trace 501	11	-41053.7	40642.9375	6125.42
Trace 501	12	-41050.775	40641.15	6123.17
Trace 501	13	-41054.5125	40641.15	6123.75
Trace 501	14	-41054.5125	40642.125	6123.98
Trace 501	15	-41041.8375	40645.8625	6124.39
Trace 501	16	-41035.175	40646.8375	6124.66
Trace 503	11	-41034.525	40429.7375	6125.42
Trace 503	12	-41026.8875	40424.7	6123.17
Trace 503	13	-41022.6625	40421.2875	6123.75
Trace 503	14	-41016.325	40423.8875	6123.98
Trace 503	15	-41022.175	40428.275	6124.39
Trace 503	16	-41014.7	40425.8375	6124.66
Trace 506	12	-41224.65	40914.8	6123.17
Trace 506	13	-41228.3875	40921.95	6123.75
Trace 506	14	-41231.475	40930.725	6123.98
Trace 506	15	-41228.875	40929.9125	6124.39
Trace 506	16	-41225.7875	40926.0125	6124.66
Trace 508	13	-41419.8125	41017.175	6123.75
Trace 508	14	-41419.8125	41017.3375	6123.98
Trace 508	15	-41419.65	41017.3375	6124.39
Trace 508	16	-41403.2375	41017.5	6124.66
Trace 510	13	-40789.6375	40558.6	6123.75
Trace 510	14	-40786.3875	40560.225	6123.98
Trace 510	15	-40787.525	40553.5625	6124.39
Trace 510	16	-40777.9375	40551.775	6124.66
Trace 520	0	-40827.9875	40338.3375	6135.7
Trace 520	1	-40835.1375	40349.225	6135.54
Trace 520	2	-40830.5875	40345.65	6133.01
Trace 520	3	-40824.7375	40347.7625	6129.26
Trace 520	4	-40824.575	40347.7625	6127.01
Trace 520	5	-40820.675	40347.7625	6126.41
Trace 520	6	-40815.475	40349.875	6125.35
Trace 520	7	-40815.9625	40349.875	6124.29
Trace 520	8	-40814.9875	40347.4375	6121.08
Trace 520	9	-40812.7125	40349.55	6122.94
Trace 520	10	-40812.55	40349.55	6122.78
Trace 521_1	1	-40861.625	40243.4375	6135.54
Trace 521_1	2	-40854.6375	40246.0375	6133.01
Trace 521_1	3	-40845.375	40247.825	6129.26
Trace 521_1	4	-40847.4875	40244.7375	6127.01
Trace 521_1	5	-40845.5375	40247.9875	6126.41
Trace 521_1	6	-40850.7375	40246.525	6125.35
Trace 521_1	7	-40842.125	40248.8	6124.29
Trace 521_1	8	-40837.0875	40249.9375	6121.08
Trace 521_1	9	-40847.8125	40250.2625	6122.94
Trace 521_1	10	-40847.1625	40258.3875	6122.78
Trace 521_1	11	-40838.3875	40265.05	6122.59
Trace 521_1	12	-40835.7875	40262.45	6122.56
Trace 521_1	13	-40833.1875	40255.3	6123.14
Trace 521_1	14	-40839.85	40261.6375	6121.15
Trace 521_1	15	-40836.4375	40259.6875	6121.56
Trace 521_1	16	-40843.5875	40261.3125	6124.05
Trace 522	0	-40946.45	40314.45	6135.7
Trace 522	1	-40948.5625	40318.025	6135.54
Trace 522	2	-40950.025	40320.625	6133.01
Trace 522	3	-40947.75	40320.1375	6129.26
Trace 522	4	-40942.7125	40321.275	6127.01
Trace 522	5	-40941.7375	40323.0625	6126.41
Trace 522	6	-40934.2625	40321.1125	6125.35
Trace 522	7	-40935.725	40325.3375	6124.29
Trace 522	8	-40933.9375	40325.9875	6121.08
Trace 522	9	-40932.475	40327.9375	6122.94
Trace 522	10	-40931.0125	40329.5625	6122.78
Trace 522	11	-40934.2625	40332	6122.59
Trace 522	12	-40932.475	40333.1375	6122.56
Trace 522	13	-40935.4	40330.375	6123.14
Trace 522	14	-40937.025	40333.625	6121.15
Trace 522	15	-40938	40332.1625	6121.56
Trace 522	16	-40938.65	40331.8375	6124.05
Trace 523	0	-40957.3375	40300.8	6135.7
Trace 523	1	-40955.7125	40299.6625	6135.54
Trace 523	2	-40952.3	40300.3125	6133.01
Trace 523	3	-40948.2375	40299.175	6129.26
Trace 523	4	-40945.8	40301.6125	6127.01
Trace 523	5	-40941.9	40302.5875	6126.41
Trace 523	6	-40931.825	40301.125	6125.35
Trace 523	7	-40929.875	40308.6	6124.29
Trace 523	8	-40928.9	40307.95	6121.08
Trace 523	9	-40925.65	40309.4125	6122.94
Trace 523	10	-40925.8125	40311.0375	6122.78
Trace 523	11	-40926.7875	40312.825	6122.59
Trace 523	12	-40925.65	40313.15	6122.56
Trace 523	13	-40925.4875	40309.575	6123.14
Trace 523	14	-40924.5125	40313.9625	6121.15
Trace 523	15	-40929.55	40310.875	6121.56
Trace 523	16	-40925.4875	40314.2875	6124.05
Trace 524	0	-40862.1125	40299.3375	6135.7
Trace 524	1	-40860.65	40298.3625	6135.54
Trace 524	2	-40856.5875	40298.2	6133.01
Trace 524	3	-40852.6875	40298.0375	6129.26
Trace 524	4	-40849.7625	40297.3875	6127.01
Trace 524	5	-40847.325	40298.525	6126.41
Trace 524	6	-40844.8875	40298.3625	6125.35
Trace 524	7	-40843.2625	40299.5	6124.29
Trace 524	8	-40842.125	40299.3375	6121.08
Trace 524	9	-40841.9625	40299.825	6122.94
Trace 524	10	-40841.475	40300.3125	6122.78
Trace 524	11	-40840.5	40299.9875	6122.59
Trace 524	12	-40839.3625	40300.8	6122.56
Trace 524	13	-40838.225	40300.6375	6123.14
Trace 524	14	-40838.0625	40300.8	6121.15
Trace 524	15	-40837.7375	40301.125	6121.56
Trace 524	16	-40837.7375	40301.775	6124.05
Trace 525	0	-41138.85	40295.6	6135.7
Trace 525	1	-41137.7125	40296.4125	6135.54
Trace 525	2	-41132.5125	40295.925	6133.01
Trace 525	3	-41136.9	40294.95	6129.26
Trace 525	4	-41126.0125	40295.4375	6127.01
Trace 525	5	-41122.6	40300.9625	6126.41
Trace 525	6	-41127.6375	40301.45	6125.35
Trace 525	7	-41126.0125	40305.8375	6124.29
Trace 525	8	-41120.975	40306.4875	6121.08
Trace 525	9	-41120.325	40306.1625	6122.94
Trace 525	10	-41121.3	40305.5125	6122.78
Trace 525	11	-41118.8625	40305.025	6122.59
Trace 525	12	-41116.9125	40306.65	6122.56
Trace 525	13	-41116.2625	40306.8125	6123.14
Trace 525	14	-41116.1	40306.975	6121.15
Trace 525	15	-41115.45	40306.1625	6121.56
Trace 525	16	-41112.525	40306.975	6124.05
Trace 526	0	-41053.7	40294.95	6135.7
Trace 526	1	-41052.725	40293.65	6135.54
Trace 526	2	-41048.0125	40290.725	6133.01
Trace 526	3	-41043.3	40289.75	6129.26
Trace 526	4	-41041.675	40291.8625	6127.01
Trace 526	5	-41038.2625	40292.8375	6126.41
Trace 526	6	-41035.825	40293	6125.35
Trace 526	7	-41034.3625	40292.675	6124.29
Trace 526	8	-41034.0375	40292.675	6121.08
Trace 526	9	-41032.25	40293.8125	6122.94
Trace 526	10	-41030.4625	40292.675	6122.78
Trace 526	11	-41030.3	40293.975	6122.59
Trace 526	12	-41030.1375	40295.1125	6122.56
Trace 526	13	-41029	40294.1375	6123.14
Trace 526	14	-41027.8625	40293.4875	6121.15
Trace 526	15	-41028.35	40293.325	6121.56
Trace 526	16	-41027.8625	40294.3	6124.05
Trace 527_1	0	-41257.475	40292.35	6135.7
Trace 527_1	1	-41256.825	40291.7	6135.54
Trace 527_1	2	-41253.0875	40289.9125	6133.01
Trace 527_1	3	-41247.4	40291.05	6129.26
Trace 527_1	4	-41244.8	40290.2375	6127.01
Trace 527_2	5	-41321.5	40243.925	6126.41
Trace 527_2	6	-41320.6875	40250.2625	6125.35
Trace 527_2	7	-41317.7625	40254.1625	6124.29
Trace 527_2	8	-41315.8125	40255.4625	6121.08
Trace 527_2	9	-41312.2375	40255.95	6122.94
Trace 527_2	10	-41312.4	40255.7875	6122.78
Trace 527_2	11	-41312.075	40256.275	6122.59
Trace 527_2	12	-41310.6125	40257.25	6122.56
Trace 527_2	13	-41309.15	40256.1125	6123.14
Trace 527_2	14	-41312.2375	40257.7375	6121.15
Trace 527_2	15	-41313.375	40254.8125	6121.56
Trace 528	0	-40812.225	40285.85	6135.7
Trace 528	1	-40811.7375	40285.85	6135.54
Trace 528	2	-40805.8875	40285.85	6133.01
Trace 528	3	-40802.3125	40285.85	6129.26
Trace 528	4	-40798.9	40285.0375	6127.01
Trace 528	5	-40796.1375	40285.3625	6126.41
Trace 528	6	-40794.8375	40286.5	6125.35
Trace 528	7	-40792.725	40286.9875	6124.29
Trace 528	8	-40791.2625	40287.3125	6121.08
Trace 528	9	-40789.9625	40288.125	6122.94
Trace 528	10	-40788.825	40287.6375	6122.78
Trace 528	11	-40788.5	40287.9625	6122.59
Trace 528	12	-40787.6875	40288.45	6122.56
Trace 528	13	-40787.0375	40289.425	6123.14
Trace 528	14	-40786.0625	40289.1	6121.15
Trace 528	15	-40786.875	40289.1	6121.56
Trace 528	16	-40786.0625	40288.125	6124.05
Trace 529	0	-41255.0375	40270.7375	6135.7
Trace 529	1	-41250.975	40270.0875	6135.54
Trace 529	2	-41245.125	40269.4375	6133.01
Trace 529	3	-41241.875	40267	6129.26
Trace 529	4	-41235.5375	40266.1875	6127.01
Trace 529	5	-41232.9375	40267.975	6126.41
Trace 529	6	-41228.7125	40269.6	6125.35
Trace 529	7	-41225.7875	40269.925	6124.29
Trace 529	8	-41220.9125	40272.0375	6121.08
Trace 529	9	-41218.475	40272.525	6122.94
Trace 529	10	-41214.7375	40272.6875	6122.78
Trace 529	11	-41213.925	40273.0125	6122.59
Trace 529	12	-41211.1625	40273.825	6122.56
Trace 529	13	-41209.2125	40274.3125	6123.14
Trace 529	14	-41207.9125	40273.3375	6121.15
Trace 529	15	-41208.5625	40272.0375	6121.56
Trace 529	16	-41206.45	40269.4375	6124.05
Trace 530_1	0	-40863.0875	40259.525	6135.7
Trace 530_1	1	-40863.9	40269.1125	6135.54
Trace 530_1	2	-40860.4875	40268.3	6133.01
Trace 530_1	3	-40852.0375	40270.25	6129.26
Trace 530_1	4	-40850.25	40271.3875	6127.01
Trace 530_1	5	-40855.775	40268.95	6126.41
Trace 530_1	6	-40851.225	40270.4125	6125.35
Trace 530_1	7	-40851.3875	40270.7375	6124.29
Trace 530_1	8	-40846.8375	40273.3375	6121.08
Trace 530_1	9	-40844.5625	40269.925	6122.94
Trace 531	0	-41341.8125	40259.6875	6135.7
Trace 531	1	-41337.2625	40260.0125	6135.54
Trace 531	2	-41334.5	40261.15	6133.01
Trace 531	3	-41328	40259.85	6129.26
Trace 531	4	-41321.3375	40259.85	6127.01
Trace 531	5	-41314.8375	40261.475	6126.41
Trace 531	6	-41304.1125	40257.4125	6125.35
Trace 531	7	-41298.425	40257.7375	6124.29
Trace 531	8	-41295.5	40252.7	6121.08
Trace 531	9	-41292.9	40253.5125	6122.94
Trace 531	10	-41293.3875	40254.975	6122.78
Trace 531	11	-41293.7125	40257.9	6122.59
Trace 531	12	-41289.8125	40258.7125	6122.56
Trace 531	13	-41288.8375	40254.4875	6123.14
Trace 531	14	-41291.275	40256.7625	6121.15
Trace 531	15	-41289.975	40257.7375	6121.56
Trace 531	16	-41300.05	40255.4625	6124.05
Trace 532	0	-40827.175	40264.075	6135.7
Trace 532	1	-40824.4125	40263.75	6135.54
Trace 532	2	-40821	40262.775	6133.01
Trace 532	3	-40817.425	40262.775	6129.26
Trace 532	4	-40814.9875	40262.6125	6127.01
Trace 532	5	-40813.2	40262.775	6126.41
Trace 532	6	-40812.0625	40262.775	6125.35
Trace 532	7	-40810.925	40264.2375	6124.29
Trace 532	8	-40809.4625	40265.7	6121.08
Trace 532	9	-40808.4875	40265.05	6122.94
Trace 532	10	-40808.4875	40264.5625	6122.78
Trace 532	11	-40807.1875	40264.725	6122.59
Trace 532	12	-40805.725	40265.05	6122.56
Trace 532	13	-40804.9125	40264.725	6123.14
Trace 532	14	-40804.75	40264.5625	6121.15
Trace 532	15	-40803.9375	40265.2125	6121.56
Trace 532	16	-40803.9375	40264.5625	6124.05
Trace 533	0	-41060.85	40254.325	6135.7
Trace 533	1	-41057.275	40253.8375	6135.54
Trace 533	2	-41053.5375	40253.8375	6133.01
Trace 533	3	-41048.0125	40253.8375	6129.26
Trace 533	4	-41047.2	40253.025	6127.01
Trace 533	5	-41043.625	40254.1625	6126.41
Trace 533	6	-41041.5125	40254.65	6125.35
Trace 533	7	-41037.9375	40253.8375	6124.29
Trace 533	8	-41038.5875	40256.6	6121.08
Trace 533	9	-41039.2375	40256.6	6122.94
Trace 533	10	-41039.2375	40258.3875	6122.78
Trace 533	11	-41037.6125	40258.7125	6122.59
Trace 533	12	-41034.85	40257.25	6122.56
